asin,average_rate,num_of_rate,review_url
B01I6GM2SW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6GM2SW&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A33Z&v=2&sig=LuYxzxqH7%2FGNMxmnbRXU5RZy8ucI8z4KWooNON8ySj0%3D
B01I6F3M7I,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6F3M7I&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A36Z&v=2&sig=jBWV42fOYSZAHm%2FiaBJ%2FLnf8JNMik6clD%2F4qzE66tx8%3D
B01HHX3JI2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HHX3JI2&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A45Z&v=2&sig=8FWAYHc%2BGHrrtJ6fqtahEfhG21%2BbK8Bvvz%2BZzqXIsW0%3D
B015PFSV9Q,3.0,107,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B015PFSV9Q&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A47Z&v=2&sig=ytFtVZ43J1hlEJ5uOQikTmREZiZx8hmi1IQtFzbLMR0%3D
B014PB6YOA,3.8,17,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014PB6YOA&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A52Z&v=2&sig=2ekI2YR9rzsuhkiPqdCE6POoFuGcOO%2F2%2Fwgu9riLXr4%3D
B01GMELT7U,4.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GMELT7U&atag=kyoheikoga04-22&exp=2016-07-16T04%3A41%3A57Z&v=2&sig=BsHjz3uCX9EKuw2NAyREqg335vvCAC73Xys8IRitD30%3D
B01HEPWY6G,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HEPWY6G&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A02Z&v=2&sig=6IZ3b9QIhNQBwnHIJNjdlAlpKA0N8%2BXW7mrX3DWSjCo%3D
B01HEP9AUE,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HEP9AUE&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A04Z&v=2&sig=sd3a%2Bl9tBU2LJbh%2FeG4ncHrjZ77YyfUWBI0U502u2oQ%3D
B01G54C0XO,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G54C0XO&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A07Z&v=2&sig=w9SPeGqh1BxnItv93SY0RdbY1FBZR569lNwMwQrNxZg%3D
B0185D06SY,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0185D06SY&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A09Z&v=2&sig=gOCHXrWwyWIZLpUhpdfDwCsbIMZgMXSogZYv%2FVEp8wM%3D
B01COWZYX4,4.1,48,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01COWZYX4&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A15Z&v=2&sig=Kob0OVQXKOWYTizdYeo7gQ0GrxFcuHBsPdE%2B7yq7shY%3D
B01DBBDWL8,3.4,16,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DBBDWL8&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A21Z&v=2&sig=0Wd5q1H%2FtzBv2rp%2BV1kPthowC0ZWdwilg16DoTLF8Xs%3D
B0183QP4XU,3.8,18,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0183QP4XU&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A26Z&v=2&sig=a1xrJfsiodyAeFiyOafIetu2lSZfA5bE0yUbIpmEdLc%3D
B019VXE1MO,4.2,23,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019VXE1MO&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A31Z&v=2&sig=9zQCIuxEdf54yJUpdGwxBCWPnAsSTe84OAi%2FwCgllXA%3D
B01DBKOJZ2,4.2,9,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DBKOJZ2&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A36Z&v=2&sig=257n5JyHqpyvKE1kzvE63yGt62j0iOh4bPDKnl5yJNo%3D
B0185P1794,3.4,20,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0185P1794&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A42Z&v=2&sig=AjwERWtJZwvfBhKciTUXKagtnYLINzjAPSWxyTdSSDY%3D
B01DBKOL28,1.5,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DBKOL28&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A48Z&v=2&sig=5SLiuFq9CjgjtDWTCAHT7kOWbINI6sHwIZP9z9hhOLw%3D
B01E6W37F2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01E6W37F2&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A53Z&v=2&sig=SdWAwgLnzTyUS9ON5B2R43wqGKCelobCX9EB9%2FoGjOs%3D
B01GMELSV2,4.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GMELSV2&atag=kyoheikoga04-22&exp=2016-07-16T04%3A42%3A58Z&v=2&sig=3LDeDwTQyXImu80UJ8edAGArwl%2FNiOPDBimP74rKe9A%3D
B017ODKP7S,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017ODKP7S&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A03Z&v=2&sig=0RQW3X7GZMyWwFefDN6R76vsd8G3ZKPxQ7pbIJQvaTA%3D
B00TW9H27Y,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00TW9H27Y&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A05Z&v=2&sig=MKzM5Bw1ZRFI4Rco5EUz8z%2BsfuX%2BpPFI8%2BYtOb0l9ag%3D
B004PAK826,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B004PAK826&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A07Z&v=2&sig=%2BtYam98%2BBjFRtZYYsLl7phoWpzHBEQvq9NFlm%2BCTA8U%3D
B00TW9H3IM,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00TW9H3IM&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A11Z&v=2&sig=MAi8ahMqg8aKsH1spm8UkYxpvm0maeU8uXjyRtZg1us%3D
B00TW9H274,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00TW9H274&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A16Z&v=2&sig=9%2FCVYbxfAa59iSqlcmYgVArtJ0ariiC9IiDbkJ75h%2Bs%3D
B00TW9H3JQ,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00TW9H3JQ&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A18Z&v=2&sig=w%2Fm0Ya%2FIO3RsVON1RIGjvd2R27xGtPAo8DPbAzaqLlg%3D
B01FHD0KRW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FHD0KRW&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A21Z&v=2&sig=NPlHoAMId%2Bn80BqBwcGu5dHQDoIudle7DpxymB6f5P4%3D
B01HZMQ2T8,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HZMQ2T8&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A23Z&v=2&sig=50x%2BGfdL4yK7DEAWjk9gZ0mLXr08GYOSSop4qJcjgto%3D
B01EXYQ4OE,3.2,41,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EXYQ4OE&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A27Z&v=2&sig=2Is9Cn25SElluHkfj5O8qpOZgscah2E7zs4VIWoNR8M%3D
B01GJG9C52,4.5,20,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GJG9C52&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A32Z&v=2&sig=FltY6srnazucm%2B%2Bj73kPrPJy%2F3uHYBO0IFLxdLuhpS4%3D
B00C6QW6US,2.9,386,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00C6QW6US&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A37Z&v=2&sig=T3odwm%2F1Xvx39ydN2QbiSmWFYG%2FvS3cXgG3%2Bse9iylI%3D
B01G82U2NS,4.5,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01G82U2NS&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A45Z&v=2&sig=%2BEcxZG%2BIdmK3Owdh4XNqqzpcfvB97oh3MejFX1B4Bc4%3D
B00Q8K3OAY,4.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Q8K3OAY&atag=kyoheikoga04-22&exp=2016-07-16T04%3A43%3A56Z&v=2&sig=W3U5yBZhHzts%2FEtRKeXrbVSQ64lq5ztJH8RT%2B04x4pM%3D
B01FHDMQTC,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FHDMQTC&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A01Z&v=2&sig=qjZKEyz00E9P6vRTM1nLNp0xo6CSMVNmZyzrIPciorA%3D
B01FHDMQW4,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FHDMQW4&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A03Z&v=2&sig=rBwnwqF%2B0P2GaY0QWSumC5Omvs%2Bj6pto8AZ2RC0YElk%3D
B01I6I91LQ,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6I91LQ&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A07Z&v=2&sig=m1M3rYcBSOHId6bm1TdyYacEjIeM7lBSOj6dwQHAjUc%3D
B01IBKMD0K,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01IBKMD0K&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A11Z&v=2&sig=3cNQJ9QyZ2S3w3W3lVFOUcY5Xd1fwQWvlAVudknLNcA%3D
B01FM1TCKA,3.7,163,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FM1TCKA&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A14Z&v=2&sig=MBpsl%2FvpSH7FTem%2Bvps%2F4kPDTzWT3WAjwbi0fbBwGYM%3D
B00BMFYB8Y,4.3,110,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00BMFYB8Y&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A20Z&v=2&sig=j7NOC5XJ1IUwD%2FKhFhrUbZYowN%2Bndq9eHFfDYDwShdw%3D
B01DGB2KR0,3.4,16,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DGB2KR0&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A25Z&v=2&sig=woWbgGOMHqFr8rm8RKQ9Hd4E%2F4m20PcrcVPaXZN2IV8%3D
B019VXE4IK,4.0,17,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019VXE4IK&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A31Z&v=2&sig=oFrqkjkuIRuENgZaswUdkSwYptCpDH%2Fr2x8eI%2BNqfIQ%3D
B00C6QW8I8,2.9,386,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00C6QW8I8&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A36Z&v=2&sig=rLghMYC39LxidNrj7l4xmmoGoQ5JR%2BHwev1y2RxCRug%3D
B0116EZ1XE,2.8,104,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0116EZ1XE&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A41Z&v=2&sig=AoE4FbGaa7SvMKuKSzi8cOFidCfo4gjE1mHwytNpG%2BQ%3D
B00GOGV332,4.0,16,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00GOGV332&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A46Z&v=2&sig=ZMluQNrZv17VaYOsaDzd7pwHse3rvU52kKQ7Zkt6GY4%3D
B01HZ9VY6C,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HZ9VY6C&atag=kyoheikoga04-22&exp=2016-07-16T04%3A44%3A59Z&v=2&sig=1fyS7EWvZsQzVrLMYfNH5LDbvnrRaCLb5LH5MXhzWLw%3D
B01FJHJ2C0,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FJHJ2C0&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A01Z&v=2&sig=g%2FGg0008dfrFqHGmCrBfkJqtpJKnGbAbIPTZtg8WkU0%3D
B01HEDK1AY,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HEDK1AY&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A04Z&v=2&sig=yMiSQjY%2BI%2BQ9mqZTS7%2BV%2FKAVnsW%2FxbEuVmns2N3UISU%3D
B01BC7A5TA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01BC7A5TA&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A06Z&v=2&sig=wecb0YloHjlsLf1hZXCZSSMBaGGdw5h0ItemnGPircQ%3D
B01ENAM1L8,4.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01ENAM1L8&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A08Z&v=2&sig=eEqCwJg2zWdOIsJdXSscRWim6o1RgOxEZLx3o8fuj8g%3D
B00NLY1QWS,2.6,37,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NLY1QWS&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A13Z&v=2&sig=PyfRv5WtOtMjJ5du7GncFm%2Bzccu%2BE25YooqunAYt6z0%3D
B01HTGQ1W8,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HTGQ1W8&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A18Z&v=2&sig=DeRuyMQ9R0gnBS%2FZmeUyiINOQNd1PM5yos6yqExY7Y8%3D
B01I69R6ZS,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I69R6ZS&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A26Z&v=2&sig=gs0axiraqNiptXgkH3jW9p%2BHGOhefMggb2C1V6navaY%3D
B01I68YFXK,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I68YFXK&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A29Z&v=2&sig=dyEQCC7TR3C8qz%2FUmS6BpQJxf6oZcKsp5jV6NxpgQ5E%3D
B01I69FZ5G,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I69FZ5G&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A31Z&v=2&sig=byJiH6AzWPZY00Tw0fws3HxVAd7MTYGq9dFjjOU%2B8OQ%3D
B01I96BQPO,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I96BQPO&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A35Z&v=2&sig=wyeEdik4vEOKpkii%2BvLf2haLa9C73qjdabTJ9kDJ2EQ%3D
B01I6LY276,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6LY276&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A37Z&v=2&sig=SsE9ZiggA3gy8ji8gRhAkVaKbsx6NuGcILKjWMka5%2BQ%3D
B01I6M5FFI,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6M5FFI&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A40Z&v=2&sig=TVbCU%2Be70FCwyxkQIbLUsdnhf3OvFcxq8gae68RE4rk%3D
B01I6MCIAI,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6MCIAI&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A42Z&v=2&sig=a1vyoRYLPpCn6SNMHPUC2BZL332ewx0ZX9WjB7XV%2FJ4%3D
B01I6LI4A2,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01I6LI4A2&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A45Z&v=2&sig=xZ7dV8E7vzOhdFNBV0%2BWPk72Uy9dKCRVHfMDi0ST3js%3D
B00C6QW39C,2.9,386,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00C6QW39C&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A48Z&v=2&sig=NWycijqAQRiSgVRkkq7bLcQd66GgIREXUINnugl3%2Bog%3D
B01HUN748A,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HUN748A&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A53Z&v=2&sig=gozllUPv6k1sNk45YmZhc32J6zlBkVOZzMNLx%2ByGYF0%3D
B01FJHJ25M,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FJHJ25M&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A57Z&v=2&sig=cdR5ydijgGJZyrgBV3mNsb9wR3l%2BAJNwmsTAd3X99ao%3D
B00NPM4UWE,2.4,28,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NPM4UWE&atag=kyoheikoga04-22&exp=2016-07-16T04%3A45%3A59Z&v=2&sig=G4mgH8exJ98cFLkSFZwuUmI1B9fAtV6Ua8XbC%2FfOqKM%3D
B00A17I9AK,4.8,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00A17I9AK&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A04Z&v=2&sig=d2fn%2BI4Ch6xdUSlrUqPtTeS%2Fc8cMgDqI9pYj5o2B%2BD0%3D
B01GT94QFA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GT94QFA&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A09Z&v=2&sig=%2FTLjZIOyWc7chEXuvr%2BmGnEqoTHlYU7ktVLmJ8kYEQo%3D
B01CZV55RO,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01CZV55RO&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A13Z&v=2&sig=djWINrd%2Fhw0q2DUEZxXhg%2FR2yfw6o6OnIS9WvwHqLvs%3D
B00GOGV37I,4.0,16,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00GOGV37I&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A17Z&v=2&sig=fJS6rBOsmcN9glNC2ygwPBvJ4kHJEcH1iAAefG6%2FSZI%3D
B00KV28SYC,1.8,12,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00KV28SYC&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A22Z&v=2&sig=NIrtfp%2F%2FRFLnPUkLQxK4kPc%2Ft54oAL2hzQhNnDSyCRc%3D
B017VVAHJE,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017VVAHJE&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A36Z&v=2&sig=JGXxWgBQkfVEvLjWb34nweV3ppCmcLgLAtiVH4ILQsQ%3D
B00C6QWB76,2.8,28,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00C6QWB76&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A38Z&v=2&sig=ViHO%2FCO15sMEDlyIHe8bb%2F0I%2FGzuBX84H3LXUXEF76U%3D
B018FQZ8RA,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018FQZ8RA&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A43Z&v=2&sig=64c80l5VJpiCjVxYqnFbxSn%2BHp9lmp5IYtDnmi0BtN0%3D
B018FR9BRW,0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018FR9BRW&atag=kyoheikoga04-22&exp=2016-07-16T04%3A46%3A46Z&v=2&sig=Y%2F2hq68TUJgVaod2%2BHx%2BTgd5Ga2HcOZWS90xZ%2BbCUq0%3D
